-9.602867960929870605e-01,-5.967851281166076660e-01,1.445916742086410522e-01,-7.746493220329284668e-01,-3.646131455898284912e-01,-1.597800731658935547e+00,-2.964754402637481689e-01,1.157012581825256348e+00,1.024603366851806641e+00,1.782816886901855469e+00
1.294791847467422485e-01,-1.732499599456787109e-01,-1.264113306999206543e+00,7.004093378782272339e-02,8.673835396766662598e-01,-6.535896658897399902e-02,-1.949134618043899536e-01,-1.597466826438903809e+00,-2.117991447448730469e-01,-5.554878115653991699e-01
9.622646570205688477e-01,4.646809399127960205e-01,-1.433972567319869995e-01,-8.272880911827087402e-01,2.527524948120117188e+00,5.357181429862976074e-01,9.517384171485900879e-01,-1.459500789642333984e+00,2.032733112573623657e-01,-1.784976243972778320e+00
8.575291633605957031e-01,-1.497397899627685547e+00,-1.038609147071838379e+00,-8.898551017045974731e-02,9.850845932960510254e-01,-1.001720786094665527e+00,3.053363561630249023e-01,-1.293911814689636230e+00,1.184833049774169922e+00,-6.171185970306396484e-01
-5.789453387260437012e-01,-1.199824810028076172e+00,8.288609385490417480e-01,2.071387767791748047e-01,-9.308142066001892090e-01,-1.326057195663452148e+00,2.196858078241348267e-01,9.238448143005371094e-01,-3.813160955905914307e-01,1.925733447074890137e+00
-1.004642248153686523e+00,-5.913498997688293457e-01,-7.901877760887145996e-01,3.834116160869598389e-01,1.580683231353759766e+00,3.895594775676727295e-01,-1.256279706954956055e+00,5.808335542678833008e-01,7.913606166839599609e-01,4.956365823745727539e-01
8.989316225051879883e-01,-4.528942108154296875e-01,-5.707240104675292969e-01,-1.042878985404968262e+00,1.318161845207214355e+00,1.809374213218688965e+00,3.402950763702392578e-01,-5.863245129585266113e-01,3.264379799365997314e-01,-1.017730116844177246e+00
9.265810251235961914e-02,-3.076573312282562256e-01,-7.231459617614746094e-01,-1.361972391605377197e-01,1.116938471794128418e+00,1.491548061370849609e+00,-1.002501606941223145e+00,2.152645140886306763e-01,-6.802438497543334961e-01,-1.650000512599945068e-01
-2.733198739588260651e-02,-1.633945584297180176e+00,-4.955872148275375366e-02,1.526614069938659668e+00,6.359895467758178711e-01,4.602355062961578369e-01,1.087789610028266907e-01,-2.405793964862823486e-01,4.427463412284851074e-01,6.426770091056823730e-01
-1.465359330177307129e+00,2.519044652581214905e-02,2.374022305011749268e-01,7.884591221809387207e-01,1.297635197639465332e+00,6.019023656845092773e-01,-1.931627839803695679e-01,-9.573950171470642090e-01,-5.143446102738380432e-02,1.388004302978515625e+00
-2.613802671432495117e+00,-1.143072485923767090e+00,-4.516614675521850586e-01,2.818956673145294189e-01,4.459832310676574707e-01,-1.832375824451446533e-01,-4.209889844059944153e-02,6.137980818748474121e-01,1.383410334587097168e+00,1.718923926353454590e+00
-5.776078104972839355e-01,-5.953887477517127991e-02,-1.073869943618774414e+00,1.376129835844039917e-01,-9.923689812421798706e-02,-1.147038955241441727e-02,3.762971460819244385e-01,1.120010018348693848e+00,-8.037820458412170410e-02,-3.231465071439743042e-02
-5.375555753707885742e-01,-2.721652686595916748e-01,-2.463462799787521362e-01,1.531171441078186035e+00,-4.543360769748687744e-01,4.125991165637969971e-01,1.413136124610900879e+00,9.495342373847961426e-01,4.085147082805633545e-01,8.423681259155273438e-01
-4.891752302646636963e-01,1.537335943430662155e-02,-1.760989189147949219e+00,8.650560975074768066e-01,5.171432495117187500e-01,3.741732537746429443e-01,6.420061588287353516e-01,4.947751462459564209e-01,2.812196016311645508e-01,5.806690454483032227e-01
-1.514299988746643066e+00,-1.773371100425720215e+00,-1.072628498077392578e-01,2.239536941051483154e-01,9.497041702270507812e-01,-5.306474119424819946e-02,3.821545839309692383e-01,-2.297019958496093750e-01,2.060632467269897461e+00,1.210306286811828613e+00
-1.832545757293701172e+00,9.361340403556823730e-01,-3.548478484153747559e-01,1.244259119033813477e+00,-6.552238464355468750e-01,1.145242929458618164e+00,3.263403177261352539e-01,2.705976925790309906e-02,1.009315967559814453e+00,1.211037158966064453e+00
3.898140788078308105e-01,1.384260207414627075e-01,-1.689931869506835938e+00,7.056303024291992188e-01,9.148051589727401733e-02,9.458642005920410156e-01,-2.696454226970672607e-01,5.557690262794494629e-01,-4.030334949493408203e-01,-6.098400056362152100e-02
1.061266064643859863e+00,1.633478999137878418e-01,-2.384305000305175781e+00,9.249991774559020996e-01,-1.156516909599304199e+00,5.733334422111511230e-01,3.560195565223693848e-01,8.015092015266418457e-01,-1.174097776412963867e+00,-8.708858489990234375e-02
-1.292954921722412109e+00,-7.571207731962203979e-02,-9.144036769866943359e-01,3.013734817504882812e-01,-3.423109948635101318e-01,1.695111751556396484e+00,-7.001817226409912109e-01,2.682742476463317871e-01,-4.746219888329505920e-02,1.470282793045043945e+00
-2.049673080444335938e+00,5.249350517988204956e-02,-6.644373536109924316e-01,-8.886740356683731079e-02,6.457538008689880371e-01,4.241192638874053955e-01,5.086592435836791992e-01,6.962990164756774902e-01,1.985006690025329590e+00,4.673746526241302490e-01
-1.122893691062927246e+00,-2.454736232757568359e-01,2.396092712879180908e-01,-1.571911722421646118e-01,9.587487578392028809e-01,1.542372941970825195e+00,-1.470364570617675781e+00,-1.108412861824035645e+00,3.799190819263458252e-01,7.619817256927490234e-01
-3.910647630691528320e-01,-1.289787650108337402e+00,-6.233534961938858032e-02,-8.139960169792175293e-01,-6.915544271469116211e-01,1.604231715202331543e+00,-2.159086912870407104e-01,-7.296867966651916504e-01,5.545535087585449219e-01,-4.259099066257476807e-02
-9.662862867116928101e-02,3.172867596149444580e-01,-1.811034679412841797e+00,-7.827582955360412598e-01,-5.460086464881896973e-01,2.284674406051635742e+00,-2.026108652353286743e-01,-9.275692105293273926e-01,-9.659946709871292114e-02,1.143989086151123047e+00
-1.203684210777282715e+00,-9.602772593498229980e-01,3.972251415252685547e-01,-9.052889347076416016e-01,9.899244457483291626e-02,1.218627691268920898e+00,-1.074793934822082520e+00,2.102221399545669556e-01,-1.349904984235763550e-01,1.854246854782104492e-01
-1.965561032295227051e+00,-2.155397891998291016e+00,5.062696933746337891e-01,1.269699096679687500e+00,2.653300285339355469e+00,4.821748137474060059e-01,-1.412598371505737305e+00,3.407399058341979980e-01,9.342570900917053223e-01,2.259921748191118240e-04
2.944718301296234131e-01,-8.206676244735717773e-01,-8.079892396926879883e-02,6.957622766494750977e-01,-2.849600613117218018e-01,-1.784663051366806030e-01,2.877343297004699707e-01,-6.609995365142822266e-01,-5.033094882965087891e-01,1.387040615081787109e+00
1.782799243927001953e+00,-1.232081651687622070e+00,3.370152413845062256e-01,-9.547810554504394531e-01,-2.759507179260253906e+00,8.240478038787841797e-01,-5.200916528701782227e-01,8.151242733001708984e-01,-7.316322922706604004e-01,6.636098623275756836e-01
2.933285236358642578e-01,3.972613215446472168e-01,2.133559703826904297e+00,-3.620162010192871094e-01,-9.094386100769042969e-01,5.141117051243782043e-02,8.898860216140747070e-01,-4.950540140271186829e-02,-2.062996923923492432e-01,5.989821553230285645e-01
-6.471775472164154053e-02,3.802557885646820068e-01,1.087899208068847656e+00,-1.229007244110107422e+00,-3.611174106597900391e+00,1.181692123413085938e+00,1.153691768646240234e+00,8.264274597167968750e-01,4.949850216507911682e-02,5.117456912994384766e-01
-9.912227392196655273e-01,-1.349642574787139893e-01,6.613346934318542480e-01,-6.733137965202331543e-01,-3.531651020050048828e+00,1.366895794868469238e+00,5.552404522895812988e-01,4.532562568783760071e-02,8.735207468271255493e-02,1.348685264587402344e+00
1.013254523277282715e+00,9.138417243957519531e-02,1.951516717672348022e-01,5.396141409873962402e-01,1.133994817733764648e+00,-5.713337063789367676e-01,1.137949943542480469e+00,-9.924783706665039062e-01,-7.824948430061340332e-01,5.049424767494201660e-01
-5.234770774841308594e-01,8.439765572547912598e-01,1.997631072998046875e+00,5.926864594221115112e-02,-1.747837364673614502e-01,-2.675932943820953369e-01,2.237902432680130005e-01,-9.675735980272293091e-02,-8.522626161575317383e-01,8.099651932716369629e-01
-6.500714272260665894e-02,1.475020408630371094e+00,2.757679224014282227e+00,5.680106282234191895e-01,-5.107359588146209717e-02,-7.288760542869567871e-01,1.026283949613571167e-02,-3.451592922210693359e-01,-8.120197653770446777e-01,-7.415642142295837402e-01
9.197601675987243652e-02,6.537034511566162109e-01,1.843597173690795898e+00,6.562060117721557617e-01,-6.252565383911132812e-01,-4.378422796726226807e-01,6.433815360069274902e-01,-1.308166861534118652e+00,-1.912825256586074829e-01,-3.343479633331298828e-01
-9.922015666961669922e-01,1.036082744598388672e+00,-7.057800292968750000e-01,-3.668943420052528381e-02,-9.981576800346374512e-01,1.156961321830749512e+00,7.543922662734985352e-01,3.002163767814636230e-01,-3.111259639263153076e-01,2.084376960992813110e-01
6.195778846740722656e-01,-1.036648511886596680e+00,-5.784526467323303223e-01,8.370361328125000000e-01,1.167801260948181152e+00,1.579350829124450684e+00,-1.525154113769531250e-01,-1.319436192512512207e+00,-7.541947960853576660e-01,-1.085851073265075684e+00
9.999894499778747559e-01,1.221376508474349976e-01,1.168426394462585449e+00,-6.435241699218750000e-01,-6.932662725448608398e-01,-2.749719321727752686e-01,1.177881002426147461e+00,-1.467471599578857422e+00,-1.255343317985534668e+00,1.350101362913846970e-02
-1.392869949340820312e-01,1.656958103179931641e+00,9.557775855064392090e-01,1.884828321635723114e-02,3.123313784599304199e-01,9.850023984909057617e-01,1.020924806594848633e+00,-1.746063113212585449e+00,-8.363856673240661621e-01,-1.655288457870483398e+00
-4.234493970870971680e-01,1.310238361358642578e+00,2.343787908554077148e+00,1.945175677537918091e-01,9.423332661390304565e-02,-1.480265855789184570e+00,-4.556008577346801758e-01,-1.219307422637939453e+00,-7.778077125549316406e-01,-3.910513818264007568e-01
-7.702451944351196289e-01,5.440226197242736816e-01,6.788683533668518066e-01,-2.578133642673492432e-01,-6.877667307853698730e-01,4.588258266448974609e-01,-5.265730023384094238e-01,3.991514146327972412e-01,6.675629019737243652e-01,-1.020108222961425781e+00
8.768811225891113281e-01,-4.577003046870231628e-02,8.122171163558959961e-01,1.124917387962341309e+00,1.685895919799804688e-01,-1.878205686807632446e-01,1.005732655525207520e+00,-7.117235660552978516e-01,-7.877194881439208984e-01,-2.926168680191040039e+00
1.062121152877807617e+00,5.251622945070266724e-02,2.062071323394775391e+00,-1.284956812858581543e+00,-1.319483518600463867e+00,1.212833300232887268e-01,9.454382658004760742e-01,-6.647090315818786621e-01,7.870382070541381836e-01,-1.417377352714538574e+00
-5.335420370101928711e-01,-8.259356617927551270e-01,2.008075714111328125e+00,-2.050094902515411377e-01,-2.751202881336212158e-01,1.816830188035964966e-01,5.776681900024414062e-01,1.350183010799810290e-04,4.997289478778839111e-01,-2.167448282241821289e+00
-6.745758056640625000e-01,-1.043362259864807129e+00,1.626082301139831543e+00,8.762595057487487793e-01,-4.254402518272399902e-01,-5.766269564628601074e-01,-1.441139578819274902e-01,-5.875393152236938477e-01,2.781344056129455566e-01,-3.281670510768890381e-01
1.174387559294700623e-01,9.011863917112350464e-02,5.041663050651550293e-01,1.227203845977783203e+00,1.229425549507141113e+00,5.905198454856872559e-01,-6.804533004760742188e-01,-2.474246025085449219e-01,7.015389204025268555e-01,-8.259029388427734375e-01
-3.244540989398956299e-01,6.978951096534729004e-01,-2.340244054794311523e+00,1.582430243492126465e+00,-3.420072555541992188e+00,2.828790664672851562e+00,1.075755357742309570e+00,-2.176527976989746094e+00,2.119397401809692383e+00,-2.166752576828002930e+00
8.275310397148132324e-01,5.814029574394226074e-01,8.222495913505554199e-01,3.120882809162139893e-01,-6.508394479751586914e-01,4.677262902259826660e-01,9.067083001136779785e-01,-1.700585603713989258e+00,1.912921547889709473e+00,-1.955117106437683105e+00
3.642131984233856201e-01,-2.023169517517089844e+00,1.437020003795623779e-01,-1.258033663034439087e-01,-2.172316312789916992e+00,1.352128624916076660e+00,1.071927309036254883e+00,7.228680849075317383e-01,1.944991230964660645e+00,2.962714731693267822e-01
1.213604927062988281e+00,-1.331471562385559082e+00,2.337780445814132690e-01,4.356322884559631348e-01,2.436009794473648071e-01,7.809104919433593750e-01,7.268497943878173828e-01,-2.966408384963870049e-03,1.875738739967346191e+00,-8.971166014671325684e-01
-7.249996066093444824e-02,3.255228698253631592e-01,1.758776754140853882e-01,5.222784280776977539e-01,-8.100182414054870605e-01,6.967468857765197754e-01,-5.143892168998718262e-01,-5.023615360260009766e-01,1.373186469078063965e+00,-6.075044870376586914e-01
4.384973049163818359e-01,-1.317685961723327637e+00,1.364500164985656738e+00,-1.756196618080139160e+00,4.853546917438507080e-01,-3.949070572853088379e-01,6.159570813179016113e-01,-3.708392381668090820e-01,6.228238940238952637e-01,-1.741149187088012695e+00
