1.298368096351623535e+00,4.147993773221969604e-02,1.132323145866394043e-01,-3.816914558410644531e-01,1.675939559936523438e-01,-1.085644483566284180e+00,-2.061475366353988647e-01,3.604462146759033203e-01,-2.651954293251037598e-01,-1.916080355644226074e+00,8.037792444229125977e-01,9.236522316932678223e-01,-1.025045394897460938e+00,-7.021358013153076172e-01,-6.348774433135986328e-01,3.430857881903648376e-02,1.979338288307189941e+00,4.154192507266998291e-01,1.638606786727905273e+00,-6.333147883415222168e-01,2.526021480560302734e+00,1.123830914497375488e+00,2.712930440902709961e+00,7.644625306129455566e-01,7.528955340385437012e-01,6.000522524118423462e-02,2.803280591964721680e+00,-1.890719413757324219e+00,6.979621648788452148e-01,-3.150084316730499268e-01,-9.760052561759948730e-01,5.096531510353088379e-01
-3.786269128322601318e-01,1.565255820751190186e-01,6.231959462165832520e-01,4.769865572452545166e-01,-1.224523901939392090e+00,-5.549387335777282715e-01,-1.596353054046630859e-01,-2.824406921863555908e-01,-2.884298563003540039e-01,-5.295220017433166504e-01,1.264880038797855377e-02,1.457142472267150879e+00,-9.732865691184997559e-01,-1.261071324348449707e+00,-1.357573509216308594e+00,-5.623516440391540527e-01,1.015060186386108398e+00,4.076745212078094482e-01,9.521476179361343384e-02,-5.978702902793884277e-01,1.744250416755676270e+00,4.766442179679870605e-01,2.464483499526977539e+00,1.259442329406738281e+00,1.477603793144226074e+00,-8.795538544654846191e-02,2.637557268142700195e+00,-3.979146480560302734e-01,5.550694465637207031e-01,-4.869722127914428711e-01,-1.165613293647766113e+00,-5.042040944099426270e-01
-7.095311284065246582e-01,1.079806208610534668e+00,1.562336087226867676e+00,2.207618206739425659e-01,-1.134795069694519043e+00,7.786668539047241211e-01,-9.266349077224731445e-01,-2.984358668327331543e-01,-1.147352717816829681e-02,-5.407610535621643066e-02,1.310400962829589844e+00,8.093537688255310059e-01,-2.108710765838623047e+00,-1.158930897712707520e+00,-1.679087042808532715e+00,-7.628543376922607422e-01,5.062289908528327942e-02,-7.153302431106567383e-01,-1.152878046035766602e+00,-1.005591988563537598e+00,4.340343922376632690e-02,3.771931231021881104e-01,1.885630249977111816e+00,-7.127488031983375549e-03,9.852596521377563477e-01,1.138897776603698730e+00,2.634485483169555664e+00,6.183812618255615234e-01,8.946530818939208984e-01,-6.868638992309570312e-01,-1.103201508522033691e-01,4.069356620311737061e-01
7.659471631050109863e-01,8.323241472244262695e-01,9.504510760307312012e-01,1.781914234161376953e-01,-8.178117871284484863e-01,-3.771616220474243164e-01,-1.901530385017395020e+00,-1.379277110099792480e-01,7.308694720268249512e-02,-6.010689586400985718e-02,1.572620034217834473e+00,1.371458530426025391e+00,-1.478738427162170410e+00,-2.153025150299072266e+00,-2.252946138381958008e+00,-8.042691946029663086e-01,5.243386626243591309e-01,-9.923020601272583008e-01,-9.132221937179565430e-01,-1.738773465156555176e+00,-2.830416262149810791e-01,8.014512062072753906e-01,9.082971215248107910e-01,6.263628602027893066e-01,3.337527513504028320e-01,2.226984739303588867e+00,1.396461844444274902e+00,4.966239929199218750e-01,2.135257244110107422e+00,3.944236338138580322e-01,-2.555510997772216797e-01,1.885513901710510254e+00
3.834533989429473877e-01,6.429146528244018555e-01,2.232856601476669312e-01,1.022483706474304199e+00,-1.034603714942932129e+00,-1.993038296699523926e+00,-1.307439446449279785e+00,4.766238629817962646e-01,-9.189264774322509766e-01,-3.882034868001937866e-02,5.102027654647827148e-01,1.441969037055969238e+00,-9.334415197372436523e-01,-1.649237751960754395e+00,-1.544851183891296387e+00,-8.735104799270629883e-01,6.611993163824081421e-02,-8.274382948875427246e-01,3.471844792366027832e-01,3.907876908779144287e-01,-8.017909526824951172e-01,1.130565404891967773e-01,7.175701260566711426e-01,1.290828466415405273e+00,9.615293741226196289e-01,8.051816821098327637e-01,7.077178359031677246e-01,-4.105214476585388184e-01,7.325612902641296387e-01,-4.209556877613067627e-01,-1.494047522544860840e+00,2.328673839569091797e+00
1.614521861076354980e+00,3.674733936786651611e-01,1.051201701164245605e+00,4.281937703490257263e-02,8.397920131683349609e-01,8.898493647575378418e-01,5.209566354751586914e-01,1.653680950403213501e-01,2.890299074351787567e-02,-2.172495365142822266e+00,4.875252842903137207e-01,-3.962116837501525879e-01,-3.232104778289794922e-01,8.611316680908203125e-01,-6.036154627799987793e-01,3.054623603820800781e-01,6.280616521835327148e-01,9.213048219680786133e-01,-4.951350986957550049e-01,-4.559046328067779541e-01,3.358264446258544922e+00,1.307389736175537109e+00,1.758973240852355957e+00,2.404465675354003906e-01,6.921866536140441895e-01,1.079038023948669434e+00,1.839424967765808105e+00,-2.193387895822525024e-01,8.531302809715270996e-01,-6.341910362243652344e-01,-1.801269292831420898e+00,1.819134876132011414e-02
-1.271257996559143066e+00,-7.305604219436645508e-02,1.632279753684997559e+00,4.455918371677398682e-01,5.059424638748168945e-01,1.294488310813903809e+00,3.984457254409790039e-01,6.652361154556274414e-02,7.480031847953796387e-01,-1.244763016700744629e+00,-8.302564024925231934e-01,4.368068277835845947e-01,-8.567037582397460938e-01,-2.693212032318115234e-01,-2.517926692962646484e-01,-5.658557415008544922e-01,2.005861699581146240e-01,1.690271019935607910e+00,-1.429318666458129883e+00,1.453624486923217773e+00,2.508743762969970703e+00,5.908827185630798340e-01,1.835077643394470215e+00,1.066228389739990234e+00,1.279594182968139648e+00,8.105619549751281738e-01,1.335052132606506348e+00,7.229452729225158691e-01,7.838442921638488770e-01,-6.620564460754394531e-01,-1.325284361839294434e+00,-1.193192720413208008e+00
-2.000647306442260742e+00,-4.162836819887161255e-02,1.705873131752014160e+00,8.684334158897399902e-01,8.216271400451660156e-01,1.619876980781555176e+00,-3.624685704708099365e-01,9.372059106826782227e-01,9.078478813171386719e-01,-1.066308747977018356e-02,1.160721063613891602e+00,1.121218919754028320e+00,-1.316792130470275879e+00,-2.104976475238800049e-01,1.323143392801284790e-01,-1.745919704437255859e+00,-1.246033787727355957e+00,1.607623815536499023e+00,-2.193170785903930664e+00,1.237228274345397949e+00,9.583029747009277344e-01,7.111958265304565430e-01,1.409063696861267090e+00,-8.724222183227539062e-01,-3.185941278934478760e-01,1.980062842369079590e+00,6.509035229682922363e-01,2.149594545364379883e+00,1.970239758491516113e+00,-1.358961701393127441e+00,-6.494176387786865234e-01,4.628828465938568115e-01
8.650406599044799805e-01,6.698822379112243652e-01,1.039104342460632324e+00,6.048207283020019531e-01,9.048298001289367676e-01,6.524590849876403809e-01,-2.436782360076904297e+00,2.423954725265502930e+00,1.700004637241363525e-01,2.525086998939514160e-01,1.649610519409179688e+00,1.628511190414428711e+00,-1.317192912101745605e+00,-4.882000982761383057e-01,-5.050527453422546387e-01,-2.496794700622558594e+00,-9.872027635574340820e-01,3.525545299053192139e-01,-3.127640008926391602e+00,-1.406883239746093750e+00,1.238232925534248352e-01,7.313257455825805664e-01,5.990802645683288574e-01,8.029003143310546875e-01,-1.198817610740661621e+00,2.446845054626464844e+00,6.148566007614135742e-01,1.730877995491027832e+00,2.616241455078125000e+00,5.743530988693237305e-01,-4.983600378036499023e-01,1.856142401695251465e+00
7.703412771224975586e-01,2.553533017635345459e-01,9.503016471862792969e-01,2.783010900020599365e-01,1.567591875791549683e-01,-2.795004546642303467e-01,-2.005454301834106445e+00,1.119812011718750000e+00,-9.859798550605773926e-01,-3.493531048297882080e-01,4.551235735416412354e-01,7.195748090744018555e-01,-1.002762079238891602e+00,8.171230554580688477e-01,-1.314222812652587891e+00,-2.334701061248779297e+00,-3.195933997631072998e-01,5.327405929565429688e-01,-1.715042114257812500e+00,-1.461451649665832520e+00,-3.297860622406005859e-01,9.234293699264526367e-01,-4.105461537837982178e-01,2.556703567504882812e+00,-1.476687490940093994e-01,1.323364973068237305e+00,-5.989949405193328857e-02,1.568365454673767090e+00,1.587251424789428711e+00,1.078146219253540039e+00,-1.427741646766662598e+00,2.022062778472900391e+00
